parameter,date,SE,SE_b,NE,NE_b,CE,CE_b,NO,NO_b,SO,SO_b,NO2,NO2_b,Norte,NTE_b,NE2,NE2_b,SE2,SE2_b,SO2,SO2_b,SE3,SE3_b,SUR,SUR_b,Norte2,NTE2_b,NE3,NE3_b
PM10 ,2020-11-30 07:00:00.000,23.74, ,18.46, ,30.0, ,14.93, ,35.53, ,27.0, ,17.0, ,22.0, ,46.0, ,38.0, ,27.0, ,27.0, ,45.0, ,10.0, 
PM10 ,2020-11-30 08:00:00.000,22.8, ,19.24, ,24.0, ,22.24, ,35.58, ,29.0, ,11.0, ,30.0, ,52.0, ,37.0, ,25.0, ,27.0, ,33.0, ,15.0, 
PM10 ,2020-11-30 09:00:00.000,27.11, ,52.6, ,33.0, ,18.93, ,40.31, ,19.0, ,12.0, ,27.0, ,47.0, ,38.0, ,29.0, ,22.0, ,44.0, ,12.0, 
PM10 ,2020-11-30 10:00:00.000,33.73, ,64.56, ,28.0, ,21.0, ,51.3, ,21.0, ,16.0, ,26.0, ,42.0, ,34.0, ,32.0, ,20.0, ,45.0, ,13.0, 
PM10 ,2020-11-30 11:00:00.000,34.77, ,62.41, ,40.0, ,48.42, ,83.85, ,24.0, ,14.0, ,31.0, ,46.0, ,38.0, ,38.0, ,28.0, ,49.0, ,24.0, 
PM10 ,2020-11-30 12:00:00.000,44.32, ,49.99, ,41.0, ,45.92, ,54.76, ,20.0, ,20.0, ,41.0, ,42.0, ,38.0, ,41.0, ,38.0, ,60.0, ,23.0, 
PM10 ,2020-11-30 13:00:00.000,38.49, ,32.31, ,50.0, ,41.79, ,36.09, ,14.0, ,37.0, ,29.0, ,41.0, ,56.0, ,37.0, ,42.0, ,57.0, ,20.0, 
PM10 ,2020-11-30 14:00:00.000,56.8, ,56.58, ,35.0, ,46.12, ,49.03, ,12.0, ,40.0, ,35.0, ,44.0, ,59.0, ,41.0, ,43.0, ,61.0, ,11.0, 
PM10 ,2020-11-30 15:00:00.000,60.77, ,33.13, ,42.0, ,46.36, ,64.33, ,22.0, ,26.0, ,30.0, ,52.0, ,63.0, ,37.0, ,45.0, ,70.0, ,17.0, 
PM10 ,2020-11-30 16:00:00.000,46.26, ,27.17, ,56.0, ,35.25, ,52.69, ,29.0, ,15.0, ,27.0, ,60.0, ,52.0, ,40.0, ,54.0, ,64.0, ,12.0, 
PM10 ,2020-11-30 17:00:00.000,39.22, ,26.22, ,78.0, ,36.8, ,67.6, ,,o,20.0, ,27.0, ,45.0, ,67.0, ,37.0, ,57.0, ,63.0, ,9.0, 
PM10 ,2020-11-30 18:00:00.000,52.34, ,31.26, ,60.0, ,34.13, ,57.52, ,49.0, ,28.0, ,24.0, ,44.0, ,71.0, ,30.0, ,57.0, ,45.0, ,16.0, 
PM10 ,2020-11-30 19:00:00.000,52.02, ,40.33, ,48.0, ,42.56, ,53.26, ,41.0, ,27.0, ,30.0, ,71.0, ,55.0, ,69.0, ,50.0, ,38.0, ,19.0, 
PM10 ,2020-11-30 20:00:00.000,51.73, ,43.5, ,52.0, ,50.48, ,40.83, ,50.0, ,28.0, ,36.0, ,112.0, ,59.0, ,97.0, ,49.0, ,49.0, ,97.0, 
PM10 ,2020-11-30 21:00:00.000,44.37, ,54.5, ,48.0, ,43.67, ,37.69, ,43.0, ,37.0, ,59.0, ,86.0, ,51.0, ,79.0, ,44.0, ,70.0, ,61.0, 
PM10 ,2020-11-30 22:00:00.000,58.86, ,56.31, ,49.0, ,47.86, ,41.48, ,53.0, ,47.0, ,57.0, ,83.0, ,53.0, ,60.0, ,44.0, ,73.0, ,43.0, 
PM10 ,2020-11-30 23:00:00.000,39.58, ,60.09, ,43.0, ,47.52, ,38.51, ,52.0, ,46.0, ,54.0, ,71.0, ,49.0, ,66.0, ,44.0, ,74.0, ,23.0, 
PM10 ,2020-12-01 00:00:00.000,,x,,x,,x,,x,,x,,x,,x,,x,,l,,x,,l,,l,,l,,x
PM10 ,2020-12-01 01:00:00.000,74.83, ,79.94, ,33.0, ,64.73, ,34.18, ,43.0, ,48.0, ,52.0, ,56.0, ,42.0, ,63.0, ,34.0, ,91.0, ,36.0, 
PM10 ,2020-12-01 02:00:00.000,87.6, ,38.33, ,35.0, ,67.62, ,27.91, ,46.0, ,72.0, ,42.0, ,54.0, ,40.0, ,74.0, ,36.0, ,97.0, ,39.0, 
PM10 ,2020-12-01 03:00:00.000,48.31, ,27.92, ,36.0, ,35.84, ,38.19, ,47.0, ,81.0, ,28.0, ,35.0, ,35.0, ,49.0, ,33.0, ,84.0, ,34.0, 
PM10 ,2020-12-01 04:00:00.000,31.06, ,20.31, ,49.0, ,22.27, ,51.75, ,40.0, ,25.0, ,25.0, ,38.0, ,55.0, ,30.0, ,31.0, ,32.0, ,12.0, 
PM10 ,2020-12-01 05:00:00.000,23.25, ,17.8, ,30.0, ,22.41, ,37.99, ,44.0, ,12.0, ,38.0, ,32.0, ,44.0, ,26.0, ,30.0, ,39.0, ,9.0, 
PM10 ,2020-12-01 06:00:00.000,25.72, ,17.78, ,26.0, ,27.11, ,38.7, ,36.0, ,11.0, ,26.0, ,41.0, ,41.0, ,48.0, ,32.0, ,40.0, ,7.0, 
PM10 ,2020-12-01 07:00:00.000,32.33, ,20.69, ,36.0, ,43.36, ,144.3, ,28.0, ,17.0, ,42.0, ,52.0, ,47.0, ,65.0, ,28.0, ,33.0, ,20.0, 
PM10 ,2020-12-01 08:00:00.000,45.55, ,50.81, ,36.0, ,68.33, ,217.01, ,30.0, ,25.0, ,46.0, ,45.0, ,43.0, ,64.0, ,27.0, ,54.0, ,23.0, 
PM10 ,2020-12-01 09:00:00.000,51.93, ,133.07, ,43.0, ,60.89, ,141.12, ,44.0, ,29.0, ,41.0, ,60.0, ,55.0, ,126.0, ,27.0, ,65.0, ,48.0, 
PM10 ,2020-12-01 10:00:00.000,49.19, ,114.67, ,51.0, ,72.71, ,97.4, ,44.0, ,47.0, ,52.0, ,44.0, ,76.0, ,50.0, ,33.0, ,75.0, ,55.0, 
PM10 ,2020-12-01 11:00:00.000,58.28, ,69.54, ,70.0, ,72.05, ,88.1, ,84.0, ,61.0, ,51.0, ,59.0, ,96.0, ,41.0, ,29.0, ,105.0, ,27.0, 
PM10 ,2020-12-01 12:00:00.000,62.61, ,50.33, ,128.0, ,50.48, ,86.55, ,45.0, ,69.0, ,47.0, ,57.0, ,57.0, ,45.0, ,27.0, ,79.0, ,30.0, 
PM10 ,2020-12-01 13:00:00.000,46.58, ,37.69, ,88.0, ,56.44, ,77.38, ,39.0, ,49.0, ,54.0, ,56.0, ,76.0, ,44.0, ,45.0, ,80.0, ,17.0, 
PM10 ,2020-12-01 14:00:00.000,42.37, ,34.59, ,81.0, ,45.43, ,67.88, ,50.0, ,46.0, ,44.0, ,59.0, ,77.0, ,34.0, ,33.0, ,69.0, ,20.0, 
PM10 ,2020-12-01 15:00:00.000,41.77, ,35.13, ,52.0, ,45.7, ,62.08, ,64.0, ,44.0, ,47.0, ,51.0, ,69.0, ,35.0, ,27.0, ,62.0, ,21.0, 
PM10 ,2020-12-01 16:00:00.000,34.74, ,34.93, ,57.0, ,42.34, ,46.04, ,75.0, ,38.0, ,47.0, ,45.0, ,68.0, ,47.0, ,27.0, ,55.0, ,25.0, 
PM10 ,2020-12-01 17:00:00.000,32.72, ,34.4, ,46.0, ,36.03, ,40.55, ,60.0, ,32.0, ,48.0, ,47.0, ,53.0, ,46.0, ,31.0, ,57.0, ,25.0, 
PM10 ,2020-12-01 18:00:00.000,50.9, ,38.93, ,45.0, ,39.86, ,34.38, ,55.0, ,27.0, ,47.0, ,52.0, ,50.0, ,53.0, ,26.0, ,47.0, ,25.0, 
PM10 ,2020-12-01 19:00:00.000,62.48, ,53.31, ,48.0, ,44.39, ,39.42, ,52.0, ,40.0, ,58.0, ,50.0, ,49.0, ,91.0, ,27.0, ,51.0, ,32.0, 
PM10 ,2020-12-01 20:00:00.000,45.99, ,65.11, ,32.0, ,45.75, ,45.92, ,60.0, ,30.0, ,57.0, ,93.0, ,34.0, ,78.0, ,34.0, ,52.0, ,78.0, 
PM10 ,2020-12-01 21:00:00.000,40.77, ,52.84, ,28.0, ,42.73, ,44.44, ,61.0, ,52.0, ,86.0, ,114.0, ,37.0, ,104.0, ,35.0, ,47.0, ,123.0, 
PM10 ,2020-12-01 22:00:00.000,40.31, ,53.08, ,28.0, ,45.52, ,106.63, ,62.0, ,45.0, ,79.0, ,94.0, ,45.0, ,100.0, ,34.0, ,58.0, ,41.0, 
PM10 ,2020-12-01 23:00:00.000,54.93, ,94.2, ,40.0, ,48.12, ,151.95, ,64.0, ,92.0, ,84.0, ,98.0, ,42.0, ,145.0, ,24.0, ,93.0, ,46.0, 
PM10 ,2020-12-02 00:00:00.000,41.82, ,112.16, ,58.0, ,63.87, ,130.79, ,86.0, ,89.0, ,75.0, ,140.0, ,64.0, ,91.0, ,26.0, ,74.0, ,59.0, 
PM10 ,2020-12-02 01:00:00.000,52.46, ,80.59, ,54.0, ,142.08, ,173.31, ,63.0, ,111.0, ,63.0, ,93.0, ,52.0, ,64.0, ,31.0, ,122.0, ,47.0, 
PM10 ,2020-12-02 02:00:00.000,47.38, ,118.33, ,72.0, ,89.76, ,123.08, ,51.0, ,,x,51.0, ,108.0, ,65.0, ,79.0, ,19.0, ,158.0, ,31.0, 
PM10 ,2020-12-02 03:00:00.000,46.52, ,113.76, ,98.0, ,92.29, ,72.62, ,45.0, ,108.0, ,39.0, ,88.0, ,68.0, ,71.0, ,23.0, ,150.0, ,31.0, 
PM10 ,2020-12-02 04:00:00.000,60.64, ,105.03, ,71.0, ,109.58, ,64.71, ,29.0, ,79.0, ,48.0, ,72.0, ,47.0, ,41.0, ,27.0, ,101.0, ,37.0, 
PM10 ,2020-12-02 05:00:00.000,80.19, ,81.49, ,65.0, ,82.59, ,61.66, ,26.0, ,52.0, ,95.0, ,57.0, ,82.0, ,55.0, ,24.0, ,109.0, ,35.0, 
PM10 ,2020-12-02 06:00:00.000,106.25, ,53.61, ,69.0, ,59.4, ,88.57, ,33.0, ,39.0, ,98.0, ,69.0, ,41.0, ,85.0, ,29.0, ,105.0, ,42.0, 
PM10 ,2020-12-02 07:00:00.000,111.02, ,66.04, ,72.0, ,72.09, ,117.03, ,32.0, ,69.0, ,70.0, ,101.0, ,39.0, ,88.0, ,35.0, ,87.0, ,66.0, 
PM10 ,2020-12-02 08:00:00.000,94.38, ,72.7, ,63.0, ,93.96, ,227.39, ,38.0, ,99.0, ,72.0, ,90.0, ,37.0, ,108.0, ,33.0, ,107.0, ,70.0, 
PM10 ,2020-12-02 09:00:00.000,65.86, ,136.77, ,73.0, ,137.8, ,177.72, ,55.0, ,108.0, ,68.0, ,83.0, ,82.0, ,122.0, ,45.0, ,104.0, ,73.0, 
PM10 ,2020-12-02 10:00:00.000,66.34, ,162.26, ,86.0, ,125.62, ,201.13, ,52.0, ,120.0, ,90.0, ,110.0, ,182.0, ,99.0, ,67.0, ,173.0, ,78.0, 
PM10 ,2020-12-02 11:00:00.000,107.45, ,139.88, ,109.0, ,90.18, ,138.46, ,60.0, ,102.0, ,95.0, ,134.0, ,125.0, ,102.0, ,69.0, ,193.0, ,90.0, 
PM10 ,2020-12-02 12:00:00.000,117.95, ,101.02, ,196.0, ,73.47, ,104.34, ,47.0, ,99.0, ,80.0, ,140.0, ,71.0, ,124.0, ,58.0, ,180.0, ,64.0, 
PM10 ,2020-12-02 13:00:00.000,106.2, ,68.33, ,134.0, ,67.36, ,112.27, ,46.0, ,67.0, ,62.0, ,92.0, ,137.0, ,65.0, ,123.0, ,131.0, ,69.0, 
PM10 ,2020-12-02 14:00:00.000,64.45, ,37.34, ,95.0, ,55.89, ,99.71, ,52.0, ,52.0, ,40.0, ,72.0, ,122.0, ,56.0, ,102.0, ,103.0, ,29.0, 
PM10 ,2020-12-02 15:00:00.000,50.83, ,36.79, ,102.0, ,52.12, ,73.91, ,72.0, ,55.0, ,35.0, ,55.0, ,106.0, ,51.0, ,81.0, ,74.0, ,26.0, 
PM10 ,2020-12-02 16:00:00.000,48.69, ,40.22, ,106.0, ,49.17, ,60.62, ,67.0, ,41.0, ,41.0, ,47.0, ,70.0, ,55.0, ,59.0, ,66.0, ,33.0, 
PM10 ,2020-12-02 17:00:00.000,62.75, ,55.5, ,71.0, ,74.81, ,74.25, ,65.0, ,56.0, ,41.0, ,43.0, ,68.0, ,64.0, ,53.0, ,70.0, ,37.0, 
PM10 ,2020-12-02 18:00:00.000,60.76, ,68.96, ,72.0, ,66.73, ,83.0, ,62.0, ,63.0, ,50.0, ,67.0, ,83.0, ,66.0, ,59.0, ,90.0, ,54.0, 
PM10 ,2020-12-02 19:00:00.000,79.02, ,72.93, ,98.0, ,69.63, ,82.33, ,79.0, ,64.0, ,65.0, ,66.0, ,81.0, ,85.0, ,59.0, ,102.0, ,48.0, 
PM10 ,2020-12-02 20:00:00.000,66.52, ,65.19, ,93.0, ,49.25, ,83.78, ,62.0, ,55.0, ,62.0, ,73.0, ,95.0, ,135.0, ,61.0, ,101.0, ,57.0, 
PM10 ,2020-12-02 21:00:00.000,68.43, ,72.91, ,85.0, ,68.44, ,83.35, ,63.0, ,51.0, ,73.0, ,75.0, ,83.0, ,106.0, ,59.0, ,87.0, ,52.0, 
PM10 ,2020-12-02 22:00:00.000,67.91, ,53.92, ,78.0, ,42.04, ,72.83, ,68.0, ,46.0, ,115.0, ,102.0, ,86.0, ,125.0, ,64.0, ,82.0, ,61.0, 
PM10 ,2020-12-02 23:00:00.000,51.58, ,39.73, ,60.0, ,36.06, ,55.05, ,64.0, ,38.0, ,67.0, ,100.0, ,69.0, ,118.0, ,64.0, ,69.0, ,41.0, 
PM10 ,2020-12-03 00:00:00.000,58.93, ,38.49, ,42.0, ,30.75, ,43.26, ,54.0, ,27.0, ,32.0, ,54.0, ,47.0, ,64.0, ,57.0, ,59.0, ,39.0, 
PM10 ,2020-12-03 01:00:00.000,52.68, ,33.17, ,31.0, ,36.22, ,35.0, ,42.0, ,28.0, ,29.0, ,46.0, ,35.0, ,48.0, ,38.0, ,47.0, ,51.0, 
PM10 ,2020-12-03 02:00:00.000,47.19, ,31.22, ,36.0, ,34.45, ,35.6, ,34.0, ,,x,32.0, ,63.0, ,32.0, ,52.0, ,69.0, ,54.0, ,29.0, 
PM10 ,2020-12-03 03:00:00.000,40.69, ,36.77, ,46.0, ,48.72, ,38.21, ,48.0, ,28.0, ,35.0, ,49.0, ,40.0, ,52.0, ,42.0, ,61.0, ,38.0, 
PM10 ,2020-12-03 04:00:00.000,54.25, ,48.6, ,62.0, ,53.16, ,47.07, ,40.0, ,50.0, ,53.0, ,59.0, ,51.0, ,59.0, ,47.0, ,68.0, ,73.0, 
PM10 ,2020-12-03 05:00:00.000,55.82, ,48.28, ,64.0, ,85.13, ,58.14, ,47.0, ,54.0, ,52.0, ,61.0, ,65.0, ,75.0, ,61.0, ,74.0, ,59.0, 
PM10 ,2020-12-03 06:00:00.000,55.52, ,48.1, ,62.0, ,44.89, ,53.37, ,51.0, ,55.0, ,47.0, ,65.0, ,69.0, ,84.0, ,,l,80.0, ,54.0, 
PM10 ,2020-12-03 07:00:00.000,55.05, ,61.48, ,60.0, ,44.88, ,59.85, ,48.0, ,50.0, ,38.0, ,51.0, ,67.0, ,80.0, ,69.0, ,93.0, ,48.0, 
PM10 ,2020-12-03 08:00:00.000,59.82, ,49.35, ,65.0, ,52.66, ,67.37, ,48.0, ,43.0, ,46.0, ,56.0, ,68.0, ,65.0, ,66.0, ,85.0, ,41.0, 
PM10 ,2020-12-03 09:00:00.000,65.63, ,97.35, ,62.0, ,53.9, ,81.24, ,75.0, ,51.0, ,47.0, ,59.0, ,70.0, ,68.0, ,61.0, ,80.0, ,57.0, 
PM10 ,2020-12-03 10:00:00.000,75.34, ,202.61, ,73.0, ,65.25, ,91.93, ,68.0, ,62.0, ,51.0, ,73.0, ,78.0, ,93.0, ,67.0, ,95.0, ,61.0, 
PM10 ,2020-12-03 11:00:00.000,69.05, ,128.14, ,91.0, ,76.6, ,100.81, ,42.0, ,40.0, ,61.0, ,82.0, ,80.0, ,82.0, ,78.0, ,91.0, ,50.0, 
PM10 ,2020-12-03 12:00:00.000,63.96, ,71.06, ,81.0, ,57.48, ,89.46, ,39.0, ,47.0, ,56.0, ,75.0, ,84.0, ,62.0, ,92.0, ,87.0, ,48.0, 
PM10 ,2020-12-03 13:00:00.000,50.1, ,57.65, ,78.0, ,37.74, ,67.92, ,43.0, ,44.0, ,51.0, ,86.0, ,81.0, ,61.0, ,83.0, ,76.0, ,35.0, 
PM10 ,2020-12-03 14:00:00.000,38.61, ,83.29, ,72.0, ,38.53, ,56.72, ,53.0, ,44.0, ,35.0, ,66.0, ,73.0, ,45.0, ,68.0, ,71.0, ,30.0, 
PM10 ,2020-12-03 15:00:00.000,34.64, ,32.27, ,71.0, ,60.53, ,57.95, ,53.0, ,46.0, ,28.0, ,54.0, ,60.0, ,40.0, ,54.0, ,72.0, ,27.0, 
PM10 ,2020-12-03 16:00:00.000,39.16, ,31.25, ,61.0, ,45.38, ,52.49, ,54.0, ,40.0, ,25.0, ,46.0, ,57.0, ,47.0, ,43.0, ,61.0, ,27.0, 
PM10 ,2020-12-03 17:00:00.000,37.3, ,29.29, ,61.0, ,38.58, ,51.63, ,51.0, ,31.0, ,35.0, ,52.0, ,54.0, ,43.0, ,41.0, ,58.0, ,23.0, 
PM10 ,2020-12-03 18:00:00.000,41.33, ,27.85, ,53.0, ,40.96, ,50.96, ,49.0, ,29.0, ,30.0, ,41.0, ,50.0, ,46.0, ,45.0, ,61.0, ,26.0, 
PM10 ,2020-12-03 19:00:00.000,65.47, ,33.86, ,35.0, ,37.72, ,51.05, ,47.0, ,29.0, ,28.0, ,38.0, ,46.0, ,76.0, ,43.0, ,53.0, ,33.0, 
PM10 ,2020-12-03 20:00:00.000,39.55, ,32.21, ,44.0, ,24.62, ,44.6, ,51.0, ,42.0, ,43.0, ,60.0, ,46.0, ,78.0, ,36.0, ,55.0, ,59.0, 
PM10 ,2020-12-03 21:00:00.000,25.86, ,38.92, ,36.0, ,20.99, ,33.7, ,43.0, ,22.0, ,42.0, ,76.0, ,33.0, ,76.0, ,28.0, ,57.0, ,41.0, 
PM10 ,2020-12-03 22:00:00.000,38.18, ,30.2, ,32.0, ,20.87, ,28.61, ,34.0, ,16.0, ,42.0, ,67.0, ,27.0, ,75.0, ,33.0, ,49.0, ,37.0, 
PM10 ,2020-12-03 23:00:00.000,56.27, ,28.32, ,56.0, ,18.22, ,29.89, ,23.0, ,17.0, ,33.0, ,82.0, ,25.0, ,51.0, ,41.0, ,47.0, ,21.0, 
PM10 ,2020-12-04 00:00:00.000,35.13, ,22.71, ,40.0, ,19.09, ,27.8, ,31.0, ,12.0, ,35.0, ,93.0, ,32.0, ,62.0, ,20.0, ,44.0, ,19.0, 
PM10 ,2020-12-04 01:00:00.000,30.52, ,21.07, ,26.0, ,19.12, ,23.35, ,29.0, ,17.0, ,29.0, ,45.0, ,28.0, ,51.0, ,23.0, ,42.0, ,34.0, 
PM10 ,2020-12-04 02:00:00.000,27.33, ,23.16, ,30.0, ,19.5, ,26.12, ,26.0, ,20.0, ,30.0, ,39.0, ,23.0, ,68.0, ,34.0, ,42.0, ,22.0, 
PM10 ,2020-12-04 03:00:00.000,26.23, ,20.18, ,31.0, ,22.28, ,23.75, ,29.0, ,10.0, ,25.0, ,34.0, ,28.0, ,56.0, ,35.0, ,47.0, ,17.0, 
PM10 ,2020-12-04 04:00:00.000,26.23, ,19.87, ,33.0, ,17.66, ,19.66, ,24.0, ,12.0, ,20.0, ,36.0, ,27.0, ,35.0, ,28.0, ,38.0, ,22.0, 
PM10 ,2020-12-04 05:00:00.000,18.95, ,17.13, ,29.0, ,17.93, ,16.52, ,22.0, ,13.0, ,30.0, ,38.0, ,26.0, ,39.0, ,31.0, ,37.0, ,13.0, 
PM10 ,2020-12-04 06:00:00.000,23.26, ,21.27, ,28.0, ,16.57, ,25.64, ,31.0, ,21.0, ,26.0, ,31.0, ,33.0, ,37.0, ,25.0, ,42.0, ,17.0, 
PM10 ,2020-12-04 07:00:00.000,32.85, ,27.34, ,24.0, ,40.16, ,21.91, ,49.0, ,18.0, ,27.0, ,33.0, ,28.0, ,52.0, ,25.0, ,45.0, ,15.0, 
PM10 ,2020-12-04 08:00:00.000,53.35, ,40.05, ,32.0, ,84.5, ,33.15, ,51.0, ,33.0, ,34.0, ,43.0, ,28.0, ,38.0, ,23.0, ,43.0, ,20.0, 
PM10 ,2020-12-04 09:00:00.000,32.67, ,125.69, ,33.0, ,162.21, ,38.98, ,75.0, ,78.0, ,48.0, ,47.0, ,29.0, ,86.0, ,24.0, ,47.0, ,35.0, 
PM10 ,2020-12-04 10:00:00.000,29.61, ,114.92, ,38.0, ,83.97, ,37.79, ,64.0, ,106.0, ,56.0, ,50.0, ,39.0, ,59.0, ,28.0, ,59.0, ,53.0, 
PM10 ,2020-12-04 11:00:00.000,33.92, ,46.16, ,50.0, ,40.95, ,36.25, ,49.0, ,54.0, ,43.0, ,54.0, ,39.0, ,44.0, ,28.0, ,57.0, ,26.0, 
PM10 ,2020-12-04 12:00:00.000,48.46, ,30.76, ,51.0, ,39.05, ,36.18, ,37.0, ,42.0, ,34.0, ,54.0, ,39.0, ,43.0, ,37.0, ,68.0, ,24.0, 
PM10 ,2020-12-04 13:00:00.000,35.25, ,28.84, ,51.0, ,41.9, ,48.04, ,36.0, ,47.0, ,29.0, ,65.0, ,52.0, ,35.0, ,40.0, ,59.0, ,37.0, 
PM10 ,2020-12-04 14:00:00.000,37.86, ,45.35, ,52.0, ,38.45, ,58.49, ,42.0, ,46.0, ,27.0, ,55.0, ,53.0, ,35.0, ,31.0, ,48.0, ,21.0, 
PM10 ,2020-12-04 15:00:00.000,47.63, ,55.3, ,45.0, ,36.91, ,61.22, ,44.0, ,44.0, ,30.0, ,56.0, ,47.0, ,44.0, ,38.0, ,46.0, ,20.0, 
PM10 ,2020-12-04 16:00:00.000,60.08, ,48.39, ,50.0, ,44.51, ,60.07, ,63.0, ,36.0, ,44.0, ,48.0, ,58.0, ,54.0, ,41.0, ,55.0, ,22.0, 
PM10 ,2020-12-04 17:00:00.000,54.78, ,54.26, ,60.0, ,50.89, ,60.08, ,56.0, ,42.0, ,38.0, ,46.0, ,64.0, ,64.0, ,45.0, ,69.0, ,26.0, 
PM10 ,2020-12-04 18:00:00.000,60.59, ,53.55, ,61.0, ,52.6, ,41.66, ,69.0, ,42.0, ,57.0, ,46.0, ,59.0, ,64.0, ,48.0, ,56.0, ,31.0, 
PM10 ,2020-12-04 19:00:00.000,70.22, ,53.87, ,47.0, ,66.1, ,50.51, ,63.0, ,46.0, ,63.0, ,56.0, ,47.0, ,64.0, ,35.0, ,70.0, ,37.0, 
PM10 ,2020-12-04 20:00:00.000,43.98, ,61.01, ,47.0, ,67.3, ,46.99, ,74.0, ,47.0, ,55.0, ,60.0, ,50.0, ,55.0, ,41.0, ,72.0, ,37.0, 
PM10 ,2020-12-04 21:00:00.000,48.31, ,66.18, ,42.0, ,52.92, ,59.71, ,71.0, ,36.0, ,45.0, ,53.0, ,42.0, ,58.0, ,43.0, ,74.0, ,67.0, 
PM10 ,2020-12-04 22:00:00.000,31.84, ,46.38, ,38.0, ,,a,40.18, ,50.0, ,42.0, ,43.0, ,50.0, ,39.0, ,50.0, ,52.0, ,69.0, ,32.0, 
PM10 ,2020-12-04 23:00:00.000,24.41, ,45.12, ,32.0, ,28.01, ,35.49, ,43.0, ,42.0, ,49.0, ,49.0, ,42.0, ,42.0, ,42.0, ,49.0, ,17.0, 
PM10 ,2020-12-05 00:00:00.000,68.03, ,45.92, ,7.0, ,27.87, ,27.16, ,35.0, ,38.0, ,44.0, ,36.0, ,28.0, ,38.0, ,31.0, ,47.0, ,27.0, 
PM10 ,2020-12-05 01:00:00.000,52.09, ,34.17, ,21.0, ,37.84, ,30.81, ,24.0, ,36.0, ,35.0, ,42.0, ,28.0, ,35.0, ,23.0, ,57.0, ,17.0, 
PM10 ,2020-12-05 02:00:00.000,54.4, ,32.4, ,34.0, ,45.61, ,27.97, ,20.0, ,55.0, ,54.0, ,36.0, ,32.0, ,39.0, ,30.0, ,56.0, ,25.0, 
PM10 ,2020-12-05 03:00:00.000,59.04, ,38.72, ,32.0, ,55.6, ,33.87, ,41.0, ,44.0, ,47.0, ,40.0, ,36.0, ,63.0, ,26.0, ,67.0, ,30.0, 
PM10 ,2020-12-05 04:00:00.000,65.86, ,24.63, ,38.0, ,50.5, ,33.89, ,34.0, ,31.0, ,33.0, ,37.0, ,24.0, ,49.0, ,21.0, ,81.0, ,28.0, 
PM10 ,2020-12-05 05:00:00.000,52.23, ,24.39, ,78.0, ,64.95, ,55.9, ,36.0, ,32.0, ,26.0, ,35.0, ,49.0, ,54.0, ,30.0, ,61.0, ,44.0, 
PM10 ,2020-12-05 06:00:00.000,49.44, ,46.7, ,63.0, ,41.55, ,62.61, ,44.0, ,28.0, ,24.0, ,51.0, ,58.0, ,46.0, ,25.0, ,63.0, ,27.0, 
PM10 ,2020-12-05 07:00:00.000,56.21, ,42.01, ,54.0, ,41.68, ,115.16, ,56.0, ,23.0, ,34.0, ,60.0, ,57.0, ,48.0, ,42.0, ,53.0, ,18.0, 
PM10 ,2020-12-05 08:00:00.000,53.19, ,40.01, ,54.0, ,89.56, ,202.05, ,52.0, ,36.0, ,38.0, ,73.0, ,62.0, ,71.0, ,43.0, ,55.0, ,24.0, 
PM10 ,2020-12-05 09:00:00.000,66.03, ,48.38, ,55.0, ,77.42, ,228.3, ,62.0, ,84.0, ,64.0, ,94.0, ,82.0, ,89.0, ,30.0, ,77.0, ,32.0, 
PM10 ,2020-12-05 10:00:00.000,79.06, ,43.92, ,66.0, ,108.26, ,133.73, ,60.0, ,125.0, ,84.0, ,85.0, ,171.0, ,84.0, ,38.0, ,114.0, ,69.0, 
PM10 ,2020-12-05 11:00:00.000,90.53, ,99.27, ,117.0, ,94.79, ,95.5, ,52.0, ,38.0, ,100.0, ,81.0, ,143.0, ,52.0, ,58.0, ,90.0, ,62.0, 
PM10 ,2020-12-05 12:00:00.000,62.71, ,75.0, ,40.0, ,37.52, ,57.42, ,28.0, ,44.0, ,66.0, ,88.0, ,63.0, ,57.0, ,50.0, ,69.0, ,51.0, 
PM10 ,2020-12-05 13:00:00.000,54.39, ,45.91, ,54.0, ,40.35, ,54.84, ,22.0, ,54.0, ,50.0, ,72.0, ,72.0, ,57.0, ,61.0, ,61.0, ,42.0, 
PM10 ,2020-12-05 14:00:00.000,59.83, ,48.73, ,52.0, ,44.85, ,68.12, ,28.0, ,50.0, ,35.0, ,63.0, ,,x,57.0, ,59.0, ,59.0, ,24.0, 
PM10 ,2020-12-05 15:00:00.000,64.96, ,47.64, ,56.0, ,44.92, ,65.58, ,26.0, ,40.0, ,37.0, ,45.0, ,61.0, ,47.0, ,63.0, ,63.0, ,17.0, 
PM10 ,2020-12-05 16:00:00.000,60.47, ,45.76, ,66.0, ,61.2, ,69.06, ,15.0, ,34.0, ,36.0, ,41.0, ,57.0, ,45.0, ,59.0, ,61.0, ,17.0, 
PM10 ,2020-12-05 17:00:00.000,64.58, ,47.1, ,64.0, ,55.94, ,74.67, ,20.0, ,45.0, ,26.0, ,42.0, ,65.0, ,51.0, ,70.0, ,65.0, ,29.0, 
PM10 ,2020-12-05 18:00:00.000,89.98, ,138.63, ,53.0, ,55.05, ,78.3, ,44.0, ,37.0, ,39.0, ,47.0, ,75.0, ,48.0, ,61.0, ,55.0, ,21.0, 
